LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
8,RAJASTHAN,106,JHUNJHUNU,332711.0,09/02/2022,"SOHIL KIRANA STORE","JEELO, SOHIL KIRANA STORE, DABLA ROAD, JEELO, NEEM KA THANA, NEEM KA THANA","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
23,"MADHYA PRADESH",405,"EAST NIMAR",450771.0,09/02/2022,"DESI POULTRY FARM","GRAM HAIDARPUR, POST MOKALGAON, HAIDARPUR, GRAM HAIDARPUR, CHEGAON MAKHAN, KHANDWA","[{""NIC5DigitId"":""01462"",""Description"":""Production of eggs""},{""NIC5DigitId"":""01463"",""Description"":""Operation of poultry hatcheries""}]"
9,"UTTAR PRADESH",151,JALAUN,285001.0,09/02/2022,"SAURABH PATEL","00, VEDIKA GAUST HOUSE KE BAGAL ME KANCH BUS STAND, KONCH BUS STAND, 00, ORAI, ORAI","[{""NIC5DigitId"":""18119"",""Description"":""Other printing activities like screen printing other than textile n.e.c.""}]"
27,MAHARASHTRA,497,THANE,400706.0,09/02/2022,"Krystal Light","Shop No.-1, Giriraj CHS, Sector-44, Shop No.-1, Plot No.-7 & 8, Navi Mumbai","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""},{""NIC5DigitId"":""47599"",""Description"":""Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)""}]"
8,RAJASTHAN,98,DHOLPUR,328001.0,09/02/2022,"Ma druge mobile","Dholpur, Santar road, Santar road, Dholpur, Dholpur, Dholpur","[{""NIC5DigitId"":""61900"",""Description"":""Other telecommunications activities""}]"
18,ASSAM,286,DIBRUGARH,786191.0,09/02/2022,"GOPAL MAJHI","CO CHALAKO MAJHI, CO CHALAKO MAJHI, BHADOI PANCHALI, CO CHALAKO MAJHI, CHAPATALI BANGALI, DIBRUGARH","[{""NIC5DigitId"":""77100"",""Description"":""Renting and leasing of motor vehicles""}]"
27,MAHARASHTRA,487,NASHIK,423203.0,09/02/2022,"Kunal Amusement Zone","Sr No 55 Ghar No 162, Ambedkar Nagar, Namrata Chauk, Sr No 55 Ghar No 162, 01, Malegaon","[{""NIC5DigitId"":""93210"",""Description"":""Activities of amusement parks and theme parks""}]"
22,CHHATTISGARH,387,RAIPUR,492001.0,09/02/2022,"Precision Engineering Works","45, AISHWARYA RESIDENCY, TELIBANDHA, 45, RAIPUR, RAIPUR","[{""NIC5DigitId"":""25111"",""Description"":""Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings""},{""NIC5DigitId"":""28212"",""Description"":""Manufacture of ploughs, manure spreaders, seeders, harrows and similar agricultural machinery for soil preparation, planting or fertilizing, harvesting or threshing machinery""},{""NIC5DigitId"":""31003"",""Description"":""Manufacture of furniture primarily of metal""},{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
29,KARNATAKA,529,BIDAR,585331.0,09/02/2022,"Khaja electrical shap","Basavakallyan, Basavakallyan, Basavakallyan, Basavakallyan, Basavakallyan, Basavakallyan","[{""NIC5DigitId"":""96097"",""Description"":""Activities of aaya, dhai, governess, baby sitter etc.""}]"
4,CHANDIGARH,44,CHANDIGARH,160015.0,09/02/2022,TRRRGG,"House no 584, Sector 16 D, Chandigarh, House no 584, Chandigarh, Chandigarh","[{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""}]"
8,RAJASTHAN,95,CHITTORGARH,312612.0,09/02/2022,"SHAMBHUPURA 2 DUDH EKTRIKARAN KENDRA RMC","--, -, Sawa Road, --, Shambhupura, Chittorgarh","[{""NIC5DigitId"":""46533"",""Description"":""Wholesale of milking machines, poultry-keeping machines, bee-keeping machines""},{""NIC5DigitId"":""46302"",""Description"":""Wholesale of raw milk & dairy products""}]"
6,HARYANA,75,SONIPAT,131028.0,09/02/2022,"RAM MURTI STEELS","OPPOSITE AMR HOTEL, RAM MURTI STEEL, G.T.ROAD, OPPOSITE AMR HOTEL, KUNDLI, SONIPAT","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
8,RAJASTHAN,93,BIKANER,334302.0,09/02/2022,"JAI NAGANARAY CONSTRUCTION COMPANY","WARD NO.13, ,, ,, WARD NO.13, KOLAYAT, BIKANER","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
8,RAJASTHAN,114,SIKAR,332715.0,09/02/2022,"KRISHNA ELECTRONICS AND FURNITURE","WARD NO-05, MAU ROAD, MAU ROAD, WARD NO-05, SHRIMADHOPUR, SHRIMADHOPUR","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
10,BIHAR,208,MUZAFFARPUR,844128.0,09/02/2022,"krishna enterprise","baniya, baniya, muzaffarpur to vaishali, baniya, vaishali, vaishali","[{""NIC5DigitId"":""96092"",""Description"":""Pet care services such as boarding, grooming and training pets etc.""}]"
6,HARYANA,63,HISAR,125113.0,09/02/2022,"M/S THE BITHMERA BALA JI COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","bithmara, the bithmara balaji co op l&c society, bithmara, bithmara, uklana mandi, hisar","[{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""}]"
3,PUNJAB,32,GURDASPUR,143531.0,09/02/2022,"M/S THE GURDASPUR NUTRITION CENTER","PRO. SUBHASH CHANDER, KOTHE NEAR KHANUWAN ROAD, FLYOVER, PRO. SUBHASH CHANDER, GURDASPUR, GURDASPUR","[{""NIC5DigitId"":""10615"",""Description"":""Vegetable milling (production of flour or meal of dried leguminous vegetables(except dal), of roots or tubers, or of edible nuts)""},{""NIC5DigitId"":""10797"",""Description"":""Manufacture of vitaminised high protein flour, frying of dal and other cereals""}]"
29,KARNATAKA,547,SHIVAMOGGA,577201.0,09/02/2022,Retail,"07, Alekha S.R, Vinobhanagar, 07, 07, Shimoga","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
8,RAJASTHAN,117,UDAIPUR,313804.0,09/02/2022,"RAMDEV HOTEL","VPO Karwada, Tehsil kherwara, Karwada, VPO Karwada, Kherwara, Udaipur","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
20,JHARKHAND,322,"BOKARO ",829112.0,09/02/2022,"RATION SHOP AND POLTRYFORM","00, JAI SREE GENRAL SHOP, MAIN ROAD HONHE, 00, GOMIA, BOKARO","[{""NIC5DigitId"":""96091"",""Description"":""Social activities such as escort services, marriage bureaus""}]"
16,TRIPURA,272,"WEST TRIPURA",799130.0,09/02/2022,"SHRI ALAMIN MIAH","O, O, BRAJENDRANAGAR, O, O, AGARTALA","[{""NIC5DigitId"":""79120"",""Description"":""Tour operator activities""}]"
36,TELANGANA,696,SURYAPET,508204.0,09/02/2022,"M/S SRI ANJANEYA RICE CORPORATION","18-95/3, DEEKSHITH NAGAR, OPP NEW RTC BUSSTAND, 18-95/3, HUZURNAGAR, HUZURNAGAR","[{""NIC5DigitId"":""10612"",""Description"":""Rice milling""}]"
9,"UTTAR PRADESH",151,JALAUN,285130.0,09/02/2022,"JAY AMBE KIRANA SOTRE","276, MADARIPUR, KALPI ROAD MADARIPUR, 276, KUTHOUND, JALAUN","[{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""}]"
29,KARNATAKA,525,"BENGALURU (URBAN)",560026.0,09/02/2022,"M/S JALORE PLASTICS LLP","472/2,, -, MYSORE ROAD, 472/2,, NEW TIMBER YARD LAYOUT, BANGALORE","[{""NIC5DigitId"":""22209"",""Description"":""Manufacture of other plastics products n.e.c""}]"
8,RAJASTHAN,109,KOTA,324001.0,09/02/2022,"HEMRAJ BANJARA","1, FATAK DABARA, LAXMIPURA, 1, B, KOTA","[{""NIC5DigitId"":""49223"",""Description"":""Rental of private cars with driver""}]"
28,"ANDHRA PRADESH",511,KURNOOL,518501.0,09/02/2022,"CAPTIVA ENTERPRISES","PLOT NO 355, CAPTIVA ENTERPRISES, PADMAVATHI NAGAR, PLOT NO 355, OPP KENARA BANK, KURNOOL","[{""NIC5DigitId"":""47521"",""Description"":""Retail sale of building material such as bricks, wood, sanitary equipment""}]"
33,"TAMIL NADU",590,THIRUVARUR,614001.0,09/02/2022,"R R METALS","10, R R METALS, SANGUTEERTHAM WEST, 10, MANNARGUDI, THIRUVARUR","[{""NIC5DigitId"":""33113"",""Description"":""Repair and maintenance of metal tanks, reservoirs, containers, steel shipping drums etc.""},{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
7,DELHI,84,"SOUTH WEST",110066.0,09/02/2022,"M/S SILVERZONE FOUNDATION","B-2, ANSAL CHAMBER-II, BHIKAJI CAMA PLACE, B-2, NEW DELHI, NEW DELHI","[{""NIC5DigitId"":""85499"",""Description"":""Other educational services n.e.c.""}]"
19,"WEST BENGAL",312,HOOGHLY,712701.0,09/02/2022,"SHYAMAPADA BAG","DHIPA, DHIPA, PAKUR, DHIPA, CHANDITALA-I, CHANDITALA","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""}]"
3,PUNJAB,662,PATHANKOT,145001.0,09/02/2022,"Om Real Estates","22, E Block,, First Floor, Dalhousie Road, 22, E Block,, Pathankot, Pathankot","[{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""}]"
9,"UTTAR PRADESH",146,GHAZIPUR,233221.0,09/02/2022,"DHEERAJ ENTERPRISES","00, DADRA, NEAR INDIAN PETROL PUMP, 00, SAIDPUR, GHAZIPUR","[{""NIC5DigitId"":""19201"",""Description"":""Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals""}]"
23,"MADHYA PRADESH",399,CHHINDWARA,480001.0,09/02/2022,"MANNU MANDRAH","WARD N 13, FRONT CHOTA, GURUDWARA ROAD, WARD N 13, CHHINDWARA, CHHINDWARA","[{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""}]"
8,RAJASTHAN,97,DAUSA,303303.0,09/02/2022,"SIDHARTH AABHUSHAN BHANDAR","01, MANAK CHOUK NEAR GANDHI CHOUK, na, 01, dausa, dausa","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""},{""NIC5DigitId"":""74101"",""Description"":""Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods""}]"
27,MAHARASHTRA,494,SATARA,415110.0,09/02/2022,"Navgruha Special Chaha","1, Bhaji Mandai, Ravivar peth Road, 1, Karad, Karad","[{""NIC5DigitId"":""56302"",""Description"":""Tea\/coffee shops""},{""NIC5DigitId"":""46301"",""Description"":""Wholesale of fruits & vegetables""}]"
24,GUJARAT,438,AHMADABAD,382330.0,09/02/2022,"BABELIA POLYMERS","L-30/46/10, Phase - 3, Phase - 3, L-30/46/10, L-30/46/10, Ahmedabad","[{""NIC5DigitId"":""22209"",""Description"":""Manufacture of other plastics products n.e.c""}]"
29,KARNATAKA,548,TUMAKURU,572137.0,09/02/2022,Agriculture,"0, 0, NEAR DRINKING WATER FILTER, 0, BEHIND RESHAM FACTORY, SIRA","[{""NIC5DigitId"":""46209"",""Description"":""Whole sale of other agriculture raw materials n.e.c.""}]"
29,KARNATAKA,546,RAICHUR,584101.0,09/02/2022,"Prajwal cloth were","14-2-52, Timmappa Temple, Timmappa Temple, 14-2-52, Askihal, Raichur","[{""NIC5DigitId"":""46411"",""Description"":""Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes""}]"
27,MAHARASHTRA,490,PUNE,410505.0,09/02/2022,"MOBILE CARE","SHOP NO.6, KASWA COMPLEX, WADA ROAD, SHOP NO.6, PUNE, KHED","[{""NIC5DigitId"":""49110"",""Description"":""Passenger rail transport""},{""NIC5DigitId"":""61900"",""Description"":""Other telecommunications activities""}]"
7,DELHI,77,CENTRAL,110084.0,09/02/2022,"v. k store","h.no 284 kh.no 18/4, West village Kamal pur chandan vihar, street no 11, h.no 284 kh.no 18/4, no, North delhi","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""},{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
35,"ANDAMAN AND NICOBAR ISLANDS",632,"NORTH AND MIDDLE ANDAMAN",744202.0,09/02/2022,"DEEPAK STORES","SUBASH BAZAAR, PAUL BULDING, OPP OLD FISH MARKET, SUBASH BAZAAR, NORTH ANDAMAN, DIGLIPUR","[{""NIC5DigitId"":""62011"",""Description"":""Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing""},{""NIC5DigitId"":""62020"",""Description"":""Computer consultancy and computer facilities management activities""},{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""}]"
23,"MADHYA PRADESH",435,UJJAIN,456010.0,09/02/2022,"KRISHNA WAREHOUSE","51, KRISHNA WAREHOUSE, GANESHPURA, MAXI ROAD, UJJAIN, 51, UJJAIN, UJJAIN","[{""NIC5DigitId"":""52102"",""Description"":""Warehousing non-refrigerated""},{""NIC5DigitId"":""96092"",""Description"":""Pet care services such as boarding, grooming and training pets etc.""}]"
8,RAJASTHAN,99,DUNGARPUR,314025.0,09/02/2022,"KALPANA KIRANA STORE","AARA, AARA, KAJELA FALA, AARA, AARA, SAGWARA","[{""NIC5DigitId"":""10611"",""Description"":""Flour milling""}]"
28,"ANDHRA PRADESH",503,CHITOOR,517501.0,09/02/2022,"DESTINY TECH SERVICES","22/11/48/A1, BUILDING, VSM BUILDING, 22/11/48/A1, 22/11/48/A1, TIRUPATI","[{""NIC5DigitId"":""61900"",""Description"":""Other telecommunications activities""}]"
24,GUJARAT,443,BHAVNAGAR,364270.0,09/02/2022,"MANDAL GOLD POLISH","0, GANGADHAR STREET, NEAR NAVAPARA CHOWK, 0, 0, NEAR NAVAPARA CHOWK","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""}]"
10,BIHAR,195,DARBHANGA,847427.0,09/02/2022,"Sammi Kumar Chaudhary","2, Sammi Kumar Chaudhary, Basauli Road, 2, Gaura Bauram, Darbhanaga","[{""NIC5DigitId"":""23912"",""Description"":""Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods""}]"
33,"TAMIL NADU",576,KARUR,639119.0,09/02/2022,PALANISAMY,"12/39, MEENATCHIPURAM, -, 12/39, KADAVUR, KARUR","[{""NIC5DigitId"":""10509"",""Description"":""Manufacture of other dairy products n.e.c.""}]"
27,MAHARASHTRA,469,AURANGABAD,431008.0,09/02/2022,"BHAGYASHREE KRUSHI SEVA KENDRA","Ho No 1118, MAIN MARKET AREA, MAIN ROAD, Ho No 1118, PHULAMBRI, GANORI","[{""NIC5DigitId"":""47522"",""Description"":""Retail sale of hardware including paints, varnishes and lacquers and do - it - yourself materials and equipments""},{""NIC5DigitId"":""47599"",""Description"":""Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)""},{""NIC5DigitId"":""47737"",""Description"":""Retail sale of seeds, fertilisers, pesticides, machinery equipments and hand tools""}]"
9,"UTTAR PRADESH",135,CHANDAULI,232104.0,09/02/2022,"Ayush Ata Chakki","0, 0, Post - Chandauli, 0, Chandauli, Chandauli","[{""NIC5DigitId"":""10611"",""Description"":""Flour milling""}]"
27,MAHARASHTRA,485,"NAN DED",431723.0,09/02/2022,"sachin hotel","tamloor, tamloor, tamloor, tamloor, tamloor, degloor","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
33,"TAMIL NADU",568,CHENNAI,600024.0,09/02/2022,"SAI BUILD CARE","NO.14/1, GROUND FLOOR, DHANASEKARAN STREET, NO.14/1, GROUND FLOOR, CHENNAI","[{""NIC5DigitId"":""43303"",""Description"":""Interior and exterior painting, glazing, plastering and decorating of buildings or civil engineering structures""},{""NIC5DigitId"":""43900"",""Description"":""Other specialized construction activities""}]"
23,"MADHYA PRADESH",403,DHAR,454552.0,09/02/2022,"RAVIKANT JOSHI","00, MAHAKALI CREATION, AB ROAD, 00, DHARAMPURI, DHAMNOD","[{""NIC5DigitId"":""18129"",""Description"":""Other service activities related to printing n.e.c.""}]"
9,"UTTAR PRADESH",187,VARANASI,221002.0,09/02/2022,"SHRI MURARI ALANKAR MANDIR","SA 1/133, rajesh seth, lalpur road pandeypur, SA 1/133, -, Varanasi","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""}]"
33,"TAMIL NADU",596,VILLUPURAM,604302.0,09/02/2022,"SHRI VAARI FOODS","58, Babu Bhavan, Mailam Road, 58, TINDIVANAM, Villupuram","[{""NIC5DigitId"":""10612"",""Description"":""Rice milling""}]"
8,RAJASTHAN,91,BHARATPUR,321401.0,09/02/2022,"Priyansu digital color lab","345, Priyansu color lab, Hindaun road, 345, Bayana, Bayana","[{""NIC5DigitId"":""18200"",""Description"":""Reproduction of recorded media""}]"
29,KARNATAKA,526,"BENGALURU (RURAL)",562123.0,09/02/2022,"M/S NISARGA PACKAGING PRIVATE LIMITED","178A AND 178B, NISARGA PACKAGING PRIVATE LIMITED, THYAMAGONDLU HOBLI, NELAMANGAL, 178A AND 178B, 1ST STAGE, Bangalore","[{""NIC5DigitId"":""17021"",""Description"":""Manufacture of corrugated paper and paperboard""}]"
8,RAJASTHAN,102,JAIPUR,303006.0,09/02/2022,"BAJRANG LAL DAROGA","KHIJOORIYA, KHIJOORIYA, KHIJOORIYA, KHIJOORIYA, PHAGI, JAIPUR","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
29,KARNATAKA,528,BALLARI,583216.0,09/02/2022,"Boodanooru Parameshi","Bannimatti, Bannimatti, Bannimatti, Bannimatti, Bannimatti, Bannimatti","[{""NIC5DigitId"":""50120"",""Description"":""Sea and coastal freight water transport""}]"
8,RAJASTHAN,102,JAIPUR,303008.0,09/02/2022,"MANOJ SAHU","01, MANOJ SAHU, KARANI MATA MANDIR KE PASS, 01, DUDU, JAIPUR","[{""NIC5DigitId"":""64990"",""Description"":""Other financial service activities, except insurance and pension funding activities, n.e.c""}]"
29,KARNATAKA,530,VIJAYAPURA,586216.0,09/02/2022,"ASLAM HOTEL","00, NEAR BANASHANKARI TEMPLE, BANASHANKARI TEMPLE, 00, GOLASANGI, NIDAGUNDI","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
27,MAHARASHTRA,492,RATNAGIRI,415604.0,09/02/2022,"Baikar enterprices","476b, pimpali naka, chiplun karad, 476b, chiplun, chiplun","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
24,GUJARAT,673,MORBI,363655.0,09/02/2022,"Lakhmanbhai Devshibhai Kasundra","Amran, Amran, 01, Amran, 01, Morbi","[{""NIC5DigitId"":""52219"",""Description"":""Other land transport services n.e.c""}]"
27,MAHARASHTRA,497,THANE,421301.0,09/02/2022,"M/S ARES INFOTAINMENT (OPC) PRIVATE LIMITED","1701/103, ONKAR SOCIETY, BIRLA COLLEGE, 1701/103, 1701, KALYAN","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""},{""NIC5DigitId"":""56210"",""Description"":""Event catering""},{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""}]"
27,MAHARASHTRA,480,KOLHAPUR,416507.0,09/02/2022,"JAY HANUMAN PASHU KHADYA","01, SHINOLI PHATA, PHATA, 01, CHANDGAD, CHANDGAD","[{""NIC5DigitId"":""10611"",""Description"":""Flour milling""}]"
18,ASSAM,291,KAMRUP,781141.0,09/02/2022,"Rina cake bekari","111, Rina Das, জামুগুৰি balagaon, 111, Chhaygaon, Chhaygaon","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
29,KARNATAKA,529,BIDAR,585413.0,09/02/2022,NILAMMA,"00, HALBARGA, HALBARGA, 00, HALBARGA, BHALKI","[{""NIC5DigitId"":""56304"",""Description"":""Mobile beverage vendors""}]"
10,BIHAR,207,MUNGER,811201.0,09/02/2022,"M/S SUBODH KUMAR","M/S SUBODH KUMAR, BELAN BAZAR,NEAR OF DURGA ASTHAN, MUNGER, M/S SUBODH KUMAR, MUNGER, MUNGER","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""},{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""},{""NIC5DigitId"":""52212"",""Description"":""Support service at railway stations, bus stations, bridges etc.""},{""NIC5DigitId"":""52241"",""Description"":""Cargo handling incidental to land transport""}]"
